tconst,titleType,primaryTitle,genres,Sinopsis
tt0216818,movie,The Hunting of the Snark,[-1],This is a musical by Mike Batt based on Lewis Carroll's nonsense poem. Mike Batt conducts the London Symphony Orchestra.
tt0216879,movie,Birthplace,[99],"Henryk Greenberg is a Polish-born American who lost much of his family in the Holocaust. Certain of the location where his father and younger brother were murdered, Greenberg returns to find most of his former neighbors predictably claiming foggy memories at first; but soon their recollections come more easily."
tt0219392,movie,Adamianta sevda,[35],
tt0219945,movie,Neilonis nadzvis khe,"[35, 10749]","A group of people who happen to be on the same bus try to get home on the New Year's Eve, but their bus is delayed by numerous obstacles, and the tensions grow."
tt0220656,movie,Mudhalvan,"[28, 18, 53]","A man accepts a challenge to act as the Chief Minister for one day only, and makes such a success of it that soon he is embroiled in political intrigue."
tt0220785,movie,Submarines: Sharks of Steel,"[99, 10752]",
tt0220832,movie,Vaastav: The Reality,"[28, 80, 18]","""The Reality"" as described by the film's tagline, refers to the harsh realities of life in the Mumbai underworld. The film is said to be loosely based on the life of Mumbai underworld gangster Chota Rajan."
tt0220975,movie,Angne & Svullo 'Här och nu!',[35],Angne & Svullo are back with new antics and sketches about stuff you shouldn't laught at!
tt0221186,movie,A Force More Powerful,[99],A Force More Powerful is a 1999 feature-length documentary film and a 2000 PBS series written and directed by Steve York about non-violent resistance movements around the world. Executive producers were Dalton Delan and Jack DuVall. Peter Ackerman was the series editor and principal content advisor.
tt0222730,movie,Anybody's Son Will Do,[99],"All soldiers belong to the same profession, no matter what country they serve, and it makes them different from everybody else. They have to be different, for their job is ultimately about killing and dying, and those things are not a natural vocation for any human being. Yet all soldiers are born civilians. The method for turning young men into soldiers-people who kill other people and expose themselves to death-is basic training."
tt0230010,movie,At the River I Stand,[99],"This moving documentary recounts the two months leading to Martin Luther King Jr.'s death in 1968, coinciding with the 65-day strike of 1300 Memphis sanitation workers."
tt0230597,movie,A Northern Story of Valor,"[18, 36]","Chanthu, a poor orphan and Aromal are cousins and belong to the Chekavar clan, a warrior clan who hire themselves out as duellers to settle disputes among the rich and powerful. Aromal, jealous of the much more talented Chanthu, makes life miserable for him and Chanthu decides to leave and live with Aringodar, a rival chekavan, as his pupil. When the two sons of a local landlord have a property dispute and decide to hire Aromal and Aringodar to duel it out, Chanthu has to decide where his loyalty lies - with the family of the uncle who brought him up or with Aringodar who provided him with sanctuary."
tt0230796,movie,Smoke and Mirrors: A History of Denial,"[99, 36]","In the early 20th Century, tobacco merchants were unaware of the danger of their increasingly popular product. Smoke &amp; Mirrors documents the rise of the cigarette, and the tobacco industry's subsequent attempts to conceal its emerging link with cancer and other smoking-related illnesses. Throughout the 1940's, the scientific case against the cigarette was building. However, despite the evidence that tobacco was a major cause of disease and death among smokers, tobacco companies began conducting successful campaigns of misinformation designed to weave cigarettes into the social fabric of America by emphasizing the ""glamorous"" and ""sophisticated"" side of smoking. Today fifty years of documented denial is finally coming back to haunt the industry. Smoke &amp; Mirrors examines this sordid past, and illuminates the issues that threaten tobacco's future.This video is divided into two parts for your viewing convenience."
tt0231270,movie,Bin Kamacha Navra,[35],
tt0231348,movie,Cheluvi,[18],"Cheluvi, a poor young woman, has a secret magical power. With the magic, she turns into a tree which produces exotic flowers. Soon, her secret is spotted by Kumar, the son of the village head."
tt0231617,movie,From Swastika to Jim Crow,[99],"Before and during the Second World War, Jewish intellectuals and scholars who escaped Nazi Germany and immigrated to the U.S. faced an uncertain future. Confronted with anti-Semitism at major universities and a public distrust of foreigners, a surprising number secured teaching positions at traditionally Black colleges in the segregated South. In many cases they formed lasting relationships with their students and had an important impact on the communities in which they lived and worked. This is a story of two cultures, each sharing a burden of oppression, brought together by the tragic circumstances of war. The film also highlights the role of African Americans such as Ralph Bunche in securing positions for these refugee scholars at places like Howard University, Tougaloo College and Hampton Institute."
tt0231804,movie,Island of the Vampire Birds,[99],"The story of Darwin's finches and their relationship with other creatures of the Galapagos; tracing their evolution, how the islands were formed and how it's main inhabitants got there."
tt0232017,movie,Maanasa Sarovara,[18],"Film starring Pandithachar, Ramakrishna and Srinath"
tt0232261,movie,Palva Palvi,[35],
tt0232515,movie,Ranganayaki,[18],"The movie explores the nuance of Oedipus Complex. The heroine, a popular theatre artist, falls in love with a rich, young man. They eventually get married and beget a child. But the heroine is bored of married life and wants to dabble in acting. The husband refuses and leaves the town with his child. The heroine gets a lucky break in cinema and becomes a household name. Years later, as fate had it, a young man falls in love with the heroine and she reciprocates his love, but as a mother. She always gives him affection and loves like a mother. She encounters her ex-husband and pleads him to show her son just for once. But as fate has it doesn t happen, and she goes in deep depression and commits suicide, too late for the young lover who realizes that he had fallen in love with his own mother."
tt0232521,movie,Ravnovesie,[18],A social and psychological study of contemporary problems.
tt0232753,movie,Tabarana Kathe,[18],Tabara Shetty serves the government till his retirement. But problems emerge after his retirement. Matters worsen when his wife and only companion falls sick.
tt0233001,movie,¡Qué vecinos tan animales!,[16],
tt0233185,movie,Alludu Diddina Kapuram,[18],"Gautam injures his maternal uncle in a drunken stupour. This incident takes him on a journey to redeem himself and rescue the love of his life, Sita, from the clutches of her step-mother."
